Sales Person,Country,Product,Date,Month, Amount ,Boxes Shipped
Dennison Crosswaite,Australia,70% Dark Bites,02/Jul/2023,July,"$6,088 ",113
Karlen McCaffrey,USA,Orange Choco,05/Dec/2023,December,"$11,694 ",425
Madelene Upcott,Australia,Spicy Special Slims,03/Jul/2023,July,"$7,616 ",392
Dennison Crosswaite,Australia,85% Dark Bars,04/May/2023,May,"$7,807 ",419
Andria Kimpton,Canada,Caramel Stuffed Bars,01/Mar/2023,March,"$7,991 ",343
Dennison Crosswaite,UK,Eclairs,24/Mar/2023,March,"$6,757 ",276
Madelene Upcott,India,Raspberry Choco,07/Jul/2023,July,"$4,409 ",10
Van Tuxwell,USA,After Nines,26/Jul/2023,July,$722 ,255
Wilone O'Kielt,Australia,Organic Choco Syrup,07/Jul/2023,July,"$1,896 ",115
Karlen McCaffrey,Canada,50% Dark Bites,15/Jul/2023,July,"$2,967 ",65
Roddy Speechley,New Zealand,Orange Choco,04/Jan/2023,January,$51 ,100
Beverie Moffet,Australia,Eclairs,20/Jun/2023,June,"$1,835 ",6
Kelci Walkden,UK,Fruit & Nut Bars,29/Jun/2023,June,"$14,592 ",509
Marney O'Breen,USA,50% Dark Bites,15/Jun/2023,June,"$1,114 ",106
Husein Augar,USA,After Nines,04/Aug/2023,August,"$13,052 ",193
Dennison Crosswaite,Australia,Raspberry Choco,14/Mar/2023,March,"$5,998 ",31
Andria Kimpton,USA,Fruit & Nut Bars,15/Jul/2023,July,"$1,588 ",352
Kelci Walkden,India,Eclairs,19/Apr/2023,April,"$5,344 ",80
Marney O'Breen,USA,99% Dark & Pure,28/Mar/2023,March,"$4,647 ",317
Brien Boise,Canada,Spicy Special Slims,03/Apr/2023,April,"$8,930 ",100
Karlen McCaffrey,New Zealand,70% Dark Bites,08/Feb/2023,February,$141 ,38
Husein Augar,UK,Spicy Special Slims,25/Aug/2023,August,"$5,069 ",45
Marney O'Breen,USA,Almond Choco,25/Feb/2023,February,"$8,013 ",163
Kelci Walkden,India,Orange Choco,06/Jul/2023,July,"$10,588 ",134
Jan Morforth,India,Spicy Special Slims,04/Dec/2023,December,"$2,156 ",495
Ches Bonnell,India,Spicy Special Slims,07/Jun/2023,June,"$11,010 ",103
Kelci Walkden,UK,Smooth Sliky Salty,19/Jan/2023,January,"$6,788 ",192
Madelene Upcott,Australia,Fruit & Nut Bars,01/May/2023,May,"$5,715 ",90
Madelene Upcott,Canada,70% Dark Bites,24/Jan/2023,January,"$12,101 ",142
Wilone O'Kielt,Australia,Drinking Coco,04/Jun/2023,June,$624 ,285
Gunar Cockshoot,Australia,Fruit & Nut Bars,15/Jun/2023,June,"$6,528 ",22
Gigi Bohling,Canada,Baker's Choco Chips,28/Jan/2023,January,"$1,541 ",47
Kelci Walkden,India,Caramel Stuffed Bars,16/Mar/2023,March,$487 ,123
Rafaelita Blaksland,Australia,Drinking Coco,21/Feb/2023,February,"$11,630 ",431
Kelci Walkden,USA,Manuka Honey Choco,16/Feb/2023,February,"$17,298 ",96
Jehu Rudeforth,Canada,Spicy Special Slims,13/Jan/2023,January,"$2,044 ",28
Kelci Walkden,Australia,Eclairs,23/Mar/2023,March,"$8,169 ",570
Curtice Advani,Canada,Spicy Special Slims,16/Jun/2023,June,$933 ,122
Oby Sorrel,India,Raspberry Choco,14/Apr/2023,April,"$6,826 ",44
Kelci Walkden,UK,Eclairs,25/Jan/2023,January,"$5,029 ",61
Jan Morforth,India,Almond Choco,03/Nov/2023,November,"$5,143 ",21
Dotty Strutley,UK,Almond Choco,28/Jul/2023,July,"$16,708 ",102
Marney O'Breen,New Zealand,After Nines,03/Sep/2023,September,"$1,559 ",46
Husein Augar,Australia,Orange Choco,28/Jun/2023,June,"$9,333 ",196
Marney O'Breen,Australia,Milk Bars,28/Jul/2023,July,"$2,673 ",375
Kelci Walkden,Canada,99% Dark & Pure,15/Aug/2023,August,"$4,950 ",54
Kaine Padly,Australia,Manuka Honey Choco,01/Dec/2023,December,"$2,919 ",271
Beverie Moffet,New Zealand,White Choc,24/Mar/2023,March,"$8,003 ",7
Van Tuxwell,UK,Milk Bars,25/Jul/2023,July,"$4,903 ",91
Oby Sorrel,Canada,99% Dark & Pure,08/Jan/2023,January,"$4,034 ",430
Van Tuxwell,India,Organic Choco Syrup,16/May/2023,May,"$22,751 ",182
Roddy Speechley,India,Smooth Sliky Salty,08/Oct/2023,October,"$5,118 ",137
Jan Morforth,India,Eclairs,01/May/2023,May,"$2,836 ",26
Ches Bonnell,UK,Smooth Sliky Salty,07/Nov/2023,November,"$5,828 ",121
Wilone O'Kielt,USA,After Nines,25/Apr/2023,April,$396 ,32
Gigi Bohling,New Zealand,Fruit & Nut Bars,04/Apr/2023,April,"$11,227 ",118
Barr Faughny,USA,Raspberry Choco,04/Dec/2023,December,"$10,103 ",107
Wilone O'Kielt,New Zealand,85% Dark Bars,08/Feb/2023,February,"$2,085 ",119
Gigi Bohling,New Zealand,Manuka Honey Choco,28/Jun/2023,June,"$8,496 ",268
Ches Bonnell,Australia,Eclairs,07/May/2023,May,"$4,248 ",130
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,06/Jul/2023,July,"$2,236 ",46
Brien Boise,New Zealand,Smooth Sliky Salty,18/Jan/2023,January,"$1,124 ",26
Brien Boise,Australia,Baker's Choco Chips,01/Apr/2023,April,"$12,870 ",227
Dennison Crosswaite,Australia,99% Dark & Pure,31/Jan/2023,January,"$3,018 ",19
Kelci Walkden,India,Almond Choco,14/Mar/2023,March,"$3,574 ",149
Camilla Castle,Australia,70% Dark Bites,29/Apr/2023,April,"$6,249 ",509
Oby Sorrel,India,Smooth Sliky Salty,02/Jul/2023,July,"$10,760 ",107
Kaine Padly,UK,Organic Choco Syrup,31/Mar/2023,March,"$2,508 ",175
Marney O'Breen,India,Caramel Stuffed Bars,16/Mar/2023,March,"$4,998 ",83
Karlen McCaffrey,UK,Eclairs,25/Jan/2023,January,"$7,901 ",200
Van Tuxwell,India,Baker's Choco Chips,20/Jun/2023,June,"$3,133 ",479
Gigi Bohling,UK,After Nines,29/Mar/2023,March,"$8,320 ",171
Curtice Advani,Australia,Orange Choco,07/Dec/2023,December,$910 ,132
Jehu Rudeforth,Canada,Smooth Sliky Salty,07/Nov/2023,November,"$5,631 ",142
Karlen McCaffrey,Canada,Smooth Sliky Salty,19/Jan/2023,January,"$3,283 ",186
Andria Kimpton,USA,85% Dark Bars,04/May/2023,May,"$9,458 ",87
Jehu Rudeforth,Canada,Milk Bars,21/Feb/2023,February,"$7,726 ",12
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,20/May/2023,May,"$14,369 ",15
Mallorie Waber,Australia,Milk Bars,29/Jul/2023,July,"$2,830 ",106
Barr Faughny,USA,Fruit & Nut Bars,28/Jan/2023,January,"$9,371 ",45
Marney O'Breen,UK,Caramel Stuffed Bars,19/Jul/2023,July,"$3,651 ",112
Mallorie Waber,New Zealand,Manuka Honey Choco,13/Apr/2023,April,"$10,230 ",12
Roddy Speechley,India,Peanut Butter Cubes,02/Nov/2023,November,"$11,597 ",22
Roddy Speechley,New Zealand,Milk Bars,03/Feb/2023,February,"$5,858 ",111
Ches Bonnell,Australia,White Choc,03/Feb/2023,February,"$1,178 ",206
Van Tuxwell,USA,99% Dark & Pure,28/Jul/2023,July,"$12,930 ",6
Kelci Walkden,India,After Nines,01/Jul/2023,July,"$1,732 ",531
Brien Boise,UK,White Choc,04/Dec/2023,December,"$5,837 ",173
Van Tuxwell,Canada,Almond Choco,27/Jun/2023,June,"$3,425 ",70
Jehu Rudeforth,Australia,50% Dark Bites,14/Jan/2023,January,"$5,700 ",422
Karlen McCaffrey,UK,Baker's Choco Chips,02/Jul/2023,July,"$5,094 ",373
Jehu Rudeforth,Australia,Orange Choco,23/Mar/2023,March,"$14,529 ",26
Marney O'Breen,India,Peanut Butter Cubes,01/Oct/2023,October,"$6,761 ",145
Oby Sorrel,UK,Choco Coated Almonds,17/Mar/2023,March,"$10,370 ",44
Gigi Bohling,USA,Spicy Special Slims,21/Jan/2023,January,"$12,450 ",57
Barr Faughny,Australia,White Choc,07/Apr/2023,April,"$8,928 ",386
Kaine Padly,Canada,Peanut Butter Cubes,07/Apr/2023,April,"$3,439 ",191
Dotty Strutley,USA,Manuka Honey Choco,08/Oct/2023,October,$300 ,207
Dennison Crosswaite,Australia,50% Dark Bites,04/Jan/2023,January,"$7,374 ",12
Gigi Bohling,India,Raspberry Choco,22/Feb/2023,February,"$2,776 ",174
Camilla Castle,UK,White Choc,01/Mar/2023,March,"$9,958 ",194
Karlen McCaffrey,India,Drinking Coco,31/May/2023,May,"$5,065 ",251
Dotty Strutley,UK,99% Dark & Pure,01/Mar/2023,March,"$9,865 ",273
Husein Augar,New Zealand,Caramel Stuffed Bars,27/Jan/2023,January,$572 ,489
Barr Faughny,UK,50% Dark Bites,28/Jan/2023,January,$656 ,67
Curtice Advani,Australia,Organic Choco Syrup,28/Jun/2023,June,"$4,009 ",301
Husein Augar,UK,Choco Coated Almonds,03/Feb/2023,February,"$4,679 ",43
Wilone O'Kielt,Australia,After Nines,27/May/2023,May,"$3,447 ",28
Dennison Crosswaite,USA,Almond Choco,30/Jun/2023,June,"$11,885 ",82
Barr Faughny,Canada,Peanut Butter Cubes,06/Jul/2023,July,"$2,167 ",85
Kaine Padly,USA,70% Dark Bites,05/Dec/2023,December,"$4,200 ",107
Barr Faughny,New Zealand,Raspberry Choco,29/Jul/2023,July,"$7,359 ",68
Dennison Crosswaite,UK,White Choc,08/Mar/2023,March,"$7,870 ",274
Barr Faughny,India,Baker's Choco Chips,18/Aug/2023,August,"$7,454 ",148
Van Tuxwell,New Zealand,Smooth Sliky Salty,14/Jun/2023,June,"$3,112 ",41
Beverie Moffet,UK,White Choc,30/Jun/2023,June,"$6,901 ",80
Camilla Castle,New Zealand,Mint Chip Choco,13/Jun/2023,June,"$1,178 ",199
Ches Bonnell,UK,Orange Choco,27/Apr/2023,April,"$14,954 ",53
Jan Morforth,Australia,White Choc,27/Jul/2023,July,"$3,959 ",33
Mallorie Waber,Canada,85% Dark Bars,20/Apr/2023,April,"$1,639 ",430
Rafaelita Blaksland,India,Spicy Special Slims,01/Apr/2023,April,"$8,586 ",144
Ches Bonnell,Australia,Mint Chip Choco,21/Feb/2023,February,"$10,000 ",98
Karlen McCaffrey,Australia,White Choc,01/May/2023,May,"$8,448 ",52
Beverie Moffet,India,Drinking Coco,15/Jul/2023,July,"$6,985 ",51
Brien Boise,Australia,Choco Coated Almonds,25/May/2023,May,"$5,642 ",61
Karlen McCaffrey,Canada,Eclairs,20/Apr/2023,April,"$3,851 ",372
Gigi Bohling,USA,99% Dark & Pure,06/Feb/2023,February,$886 ,240
Marney O'Breen,UK,Smooth Sliky Salty,13/May/2023,May,"$21,252 ",91
Beverie Moffet,New Zealand,Baker's Choco Chips,08/Mar/2023,March,"$1,453 ",142
Beverie Moffet,Australia,Milk Bars,25/May/2023,May,$793 ,400
Van Tuxwell,UK,Raspberry Choco,16/Mar/2023,March,"$7,152 ",83
Jan Morforth,Australia,Orange Choco,07/Apr/2023,April,"$3,364 ",126
Jehu Rudeforth,India,50% Dark Bites,07/May/2023,May,"$3,471 ",129
Madelene Upcott,USA,After Nines,15/Mar/2023,March,"$4,676 ",440
Barr Faughny,UK,Raspberry Choco,22/Aug/2023,August,"$6,323 ",70
Ches Bonnell,Australia,70% Dark Bites,01/Dec/2023,December,"$3,253 ",119
Marney O'Breen,UK,Baker's Choco Chips,06/Oct/2023,October,$254 ,161
Kaine Padly,Australia,Peanut Butter Cubes,25/Mar/2023,March,"$6,127 ",299
Rafaelita Blaksland,India,Almond Choco,27/Jul/2023,July,"$3,792 ",100
Husein Augar,UK,Caramel Stuffed Bars,15/Apr/2023,April,"$17,060 ",456
Roddy Speechley,India,Orange Choco,27/Jun/2023,June,"$4,154 ",18
Jehu Rudeforth,UK,70% Dark Bites,14/Apr/2023,April,"$6,169 ",280
Husein Augar,Australia,Manuka Honey Choco,15/Mar/2023,March,"$7,984 ",95
Madelene Upcott,USA,Eclairs,18/Mar/2023,March,"$9,108 ",213
Brien Boise,India,Eclairs,29/Apr/2023,April,"$1,512 ",58
Mallorie Waber,New Zealand,White Choc,25/Feb/2023,February,"$3,364 ",265
Husein Augar,USA,Milk Bars,03/Feb/2023,February,$934 ,54
Van Tuxwell,Australia,Milk Bars,20/Jun/2023,June,"$8,896 ",91
Beverie Moffet,Canada,White Choc,15/Jul/2023,July,"$9,957 ",185
Dotty Strutley,Australia,50% Dark Bites,05/Dec/2023,December,"$3,359 ",256
Mallorie Waber,New Zealand,Organic Choco Syrup,07/Jan/2023,January,"$5,098 ",276
Husein Augar,USA,85% Dark Bars,08/Aug/2023,August,$398 ,52
Madelene Upcott,Australia,50% Dark Bites,25/Jul/2023,July,"$7,473 ",6
Wilone O'Kielt,UK,Drinking Coco,18/May/2023,May,"$3,639 ",59
Camilla Castle,India,Peanut Butter Cubes,15/Jul/2023,July,"$12,507 ",284
Curtice Advani,India,70% Dark Bites,07/May/2023,May,"$2,394 ",48
Mallorie Waber,USA,Manuka Honey Choco,07/Apr/2023,April,"$6,137 ",94
Dotty Strutley,UK,70% Dark Bites,20/Jun/2023,June,"$1,264 ",232
Gunar Cockshoot,Australia,Almond Choco,25/Jan/2023,January,"$4,101 ",425
Kaine Padly,New Zealand,Spicy Special Slims,07/Jan/2023,January,"$8,107 ",40
Gigi Bohling,USA,50% Dark Bites,13/Apr/2023,April,"$2,456 ",58
Beverie Moffet,UK,Smooth Sliky Salty,05/Apr/2023,April,"$4,727 ",75
Beverie Moffet,Australia,Baker's Choco Chips,08/Apr/2023,April,"$3,483 ",108
Beverie Moffet,India,70% Dark Bites,06/Jan/2023,January,$467 ,159
Jehu Rudeforth,UK,Choco Coated Almonds,22/Apr/2023,April,"$4,875 ",185
Kaine Padly,USA,50% Dark Bites,08/Mar/2023,March,$71 ,27
Ches Bonnell,USA,Orange Choco,06/Oct/2023,October,"$1,835 ",73
Gunar Cockshoot,UK,Manuka Honey Choco,27/Jun/2023,June,"$7,305 ",49
Marney O'Breen,Australia,Smooth Sliky Salty,01/Mar/2023,March,"$3,968 ",163
Marney O'Breen,India,After Nines,07/Nov/2023,November,"$2,801 ",190
Ches Bonnell,New Zealand,Milk Bars,17/Aug/2023,August,"$4,475 ",120
Rafaelita Blaksland,USA,Fruit & Nut Bars,18/Jan/2023,January,"$2,737 ",63
Ches Bonnell,India,Organic Choco Syrup,03/Aug/2023,August,"$16,717 ",102
Mallorie Waber,Australia,Orange Choco,03/Jul/2023,July,"$16,113 ",282
Husein Augar,India,70% Dark Bites,05/Sep/2023,September,"$6,898 ",163
Barr Faughny,New Zealand,85% Dark Bars,23/May/2023,May,"$2,151 ",170
Madelene Upcott,UK,Caramel Stuffed Bars,15/Apr/2023,April,$173 ,152
Gigi Bohling,Australia,Drinking Coco,27/Jul/2023,July,"$2,949 ",153
Marney O'Breen,Canada,Choco Coated Almonds,22/Aug/2023,August,"$2,791 ",435
Ches Bonnell,USA,70% Dark Bites,05/Nov/2023,November,"$5,054 ",127
Madelene Upcott,India,Organic Choco Syrup,26/Jan/2023,January,"$5,419 ",37
Barr Faughny,USA,50% Dark Bites,14/Apr/2023,April,"$14,605 ",128
Dennison Crosswaite,New Zealand,Mint Chip Choco,04/May/2023,May,"$6,669 ",419
Marney O'Breen,New Zealand,Smooth Sliky Salty,14/Jun/2023,June,"$9,690 ",58
Brien Boise,Canada,Almond Choco,13/Apr/2023,April,"$5,027 ",123
Beverie Moffet,Australia,White Choc,27/Jun/2023,June,"$2,379 ",178
Dotty Strutley,Australia,Eclairs,26/Jan/2023,January,"$7,771 ",3
Barr Faughny,UK,White Choc,07/May/2023,May,"$1,837 ",77
Beverie Moffet,Canada,Baker's Choco Chips,01/Nov/2023,November,"$14,626 ",90
Kelci Walkden,USA,White Choc,03/Jul/2023,July,"$10,305 ",22
Kaine Padly,Canada,50% Dark Bites,03/Apr/2023,April,"$8,799 ",99
Karlen McCaffrey,Canada,Organic Choco Syrup,15/Jul/2023,July,"$2,467 ",309
Kaine Padly,UK,Peanut Butter Cubes,05/Nov/2023,November,"$6,564 ",92
Karlen McCaffrey,USA,Milk Bars,27/Jan/2023,January,"$4,765 ",7
Karlen McCaffrey,India,Orange Choco,27/Jun/2023,June,"$3,172 ",153
Ches Bonnell,India,Smooth Sliky Salty,08/Mar/2023,March,"$8,062 ",20
Wilone O'Kielt,New Zealand,Mint Chip Choco,19/Aug/2023,August,"$12,382 ",245
Wilone O'Kielt,Australia,Fruit & Nut Bars,15/Jun/2023,June,$414 ,111
Dennison Crosswaite,UK,Peanut Butter Cubes,02/Jul/2023,July,"$10,186 ",154
Karlen McCaffrey,Australia,Almond Choco,07/Aug/2023,August,"$7,937 ",138
Dennison Crosswaite,India,Milk Bars,21/Apr/2023,April,"$1,713 ",93
Ches Bonnell,UK,Mint Chip Choco,04/Aug/2023,August,"$3,089 ",226
Husein Augar,Australia,50% Dark Bites,19/Aug/2023,August,"$14,953 ",51
Jan Morforth,India,Fruit & Nut Bars,05/Apr/2023,April,"$3,219 ",54
Mallorie Waber,USA,85% Dark Bars,05/Nov/2023,November,"$2,701 ",112
Mallorie Waber,USA,Eclairs,22/Mar/2023,March,"$7,220 ",53
Dennison Crosswaite,Canada,Spicy Special Slims,08/Oct/2023,October,"$2,634 ",234
Dennison Crosswaite,USA,Fruit & Nut Bars,05/Apr/2023,April,"$1,631 ",321
Kelci Walkden,USA,99% Dark & Pure,18/Aug/2023,August,"$8,251 ",258
Dotty Strutley,Canada,Raspberry Choco,08/Mar/2023,March,"$4,849 ",248
Marney O'Breen,New Zealand,Milk Bars,14/Jan/2023,January,"$7,940 ",328
Madelene Upcott,Australia,Choco Coated Almonds,04/Aug/2023,August,"$2,107 ",69
Kelci Walkden,UK,Orange Choco,08/Jan/2023,January,"$3,912 ",3
Dennison Crosswaite,Canada,Eclairs,15/Mar/2023,March,$483 ,45
Karlen McCaffrey,India,Mint Chip Choco,15/Jul/2023,July,"$11,381 ",192
Barr Faughny,New Zealand,Almond Choco,13/Jan/2023,January,"$6,373 ",131
Mallorie Waber,Australia,85% Dark Bars,26/Aug/2023,August,"$2,715 ",52
Ches Bonnell,Canada,Eclairs,01/Oct/2023,October,"$2,106 ",172
Gigi Bohling,Australia,White Choc,05/Nov/2023,November,"$5,805 ",83
Beverie Moffet,New Zealand,85% Dark Bars,30/Aug/2023,August,"$12,206 ",23
Kaine Padly,USA,Caramel Stuffed Bars,21/Jul/2023,July,"$6,319 ",124
Mallorie Waber,Australia,Almond Choco,08/Jan/2023,January,"$8,523 ",137
Brien Boise,Canada,85% Dark Bars,17/Feb/2023,February,"$10,316 ",268
Brien Boise,Australia,Drinking Coco,27/Jul/2023,July,"$7,262 ",158
Dotty Strutley,USA,Orange Choco,23/Feb/2023,February,"$1,415 ",112
Rafaelita Blaksland,Australia,50% Dark Bites,22/Mar/2023,March,"$3,068 ",42
Dennison Crosswaite,India,99% Dark & Pure,23/Jun/2023,June,"$7,370 ",325
Curtice Advani,UK,White Choc,02/Jan/2023,January,"$1,775 ",73
Kelci Walkden,Australia,After Nines,03/Feb/2023,February,"$7,684 ",279
Gigi Bohling,UK,Fruit & Nut Bars,04/Jun/2023,June,"$1,412 ",90
Gunar Cockshoot,Australia,Raspberry Choco,17/Mar/2023,March,$607 ,76
Curtice Advani,UK,Fruit & Nut Bars,24/Jun/2023,June,"$11,689 ",136
Barr Faughny,Canada,50% Dark Bites,19/Jul/2023,July,"$10,276 ",301
Curtice Advani,USA,Spicy Special Slims,07/Nov/2023,November,"$1,788 ",271
Brien Boise,India,Almond Choco,13/Jan/2023,January,"$2,378 ",222
Oby Sorrel,New Zealand,Smooth Sliky Salty,07/Jul/2023,July,"$9,545 ",64
Jan Morforth,India,85% Dark Bars,25/May/2023,May,"$5,000 ",446
Marney O'Breen,India,Fruit & Nut Bars,13/Apr/2023,April,"$5,313 ",160
Andria Kimpton,New Zealand,50% Dark Bites,03/Feb/2023,February,"$3,751 ",208
Gunar Cockshoot,Canada,Raspberry Choco,23/Jun/2023,June,"$2,376 ",129
Kelci Walkden,USA,Drinking Coco,26/Jul/2023,July,"$7,014 ",170
Van Tuxwell,Canada,White Choc,22/Mar/2023,March,$482 ,3
Rafaelita Blaksland,USA,Baker's Choco Chips,06/Sep/2023,September,"$3,137 ",64
Van Tuxwell,Australia,Caramel Stuffed Bars,17/May/2023,May,"$6,584 ",62
Ches Bonnell,New Zealand,Peanut Butter Cubes,03/Apr/2023,April,"$1,025 ",260
Kelci Walkden,Canada,Milk Bars,07/Jul/2023,July,"$17,680 ",27
Dennison Crosswaite,Canada,Choco Coated Almonds,13/Jan/2023,January,"$10,708 ",124
Curtice Advani,Australia,Almond Choco,13/Jul/2023,July,"$3,019 ",78
Madelene Upcott,Australia,85% Dark Bars,16/Jun/2023,June,"$1,759 ",329
Gigi Bohling,UK,50% Dark Bites,18/Jul/2023,July,"$8,385 ",73
Ches Bonnell,UK,Manuka Honey Choco,30/May/2023,May,"$4,854 ",411
Gigi Bohling,UK,70% Dark Bites,21/Jun/2023,June,$949 ,83
Jehu Rudeforth,Australia,Peanut Butter Cubes,24/Jun/2023,June,"$6,047 ",40
Marney O'Breen,India,Eclairs,13/Jan/2023,January,"$3,883 ",94
Curtice Advani,Canada,Fruit & Nut Bars,04/Apr/2023,April,"$4,382 ",210
Kaine Padly,UK,Smooth Sliky Salty,06/Aug/2023,August,"$9,928 ",599
Karlen McCaffrey,Canada,Spicy Special Slims,08/Feb/2023,February,"$6,316 ",51
Kelci Walkden,USA,Organic Choco Syrup,21/Jul/2023,July,"$10,630 ",155
Curtice Advani,India,Spicy Special Slims,20/Jun/2023,June,$167 ,143
Roddy Speechley,India,After Nines,22/Jun/2023,June,"$2,690 ",117
Camilla Castle,Australia,Caramel Stuffed Bars,05/Feb/2023,February,"$3,242 ",15
Curtice Advani,Australia,99% Dark & Pure,01/Jul/2023,July,"$5,364 ",87
Mallorie Waber,UK,50% Dark Bites,21/Feb/2023,February,"$6,161 ",95
Ches Bonnell,Canada,Baker's Choco Chips,21/Mar/2023,March,"$7,968 ",373
Van Tuxwell,UK,Drinking Coco,04/Apr/2023,April,"$6,389 ",131
Gunar Cockshoot,Canada,Fruit & Nut Bars,24/Mar/2023,March,"$15,841 ",216
Gunar Cockshoot,New Zealand,Spicy Special Slims,28/Jun/2023,June,"$7,265 ",194
Gunar Cockshoot,Australia,Drinking Coco,14/Jan/2023,January,"$2,342 ",192
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,02/Jul/2023,July,"$1,366 ",147
Dennison Crosswaite,New Zealand,Drinking Coco,01/Nov/2023,November,"$4,437 ",196
Jehu Rudeforth,India,99% Dark & Pure,25/Feb/2023,February,"$2,072 ",232
Dotty Strutley,Australia,Mint Chip Choco,08/Jan/2023,January,"$7,092 ",27
Roddy Speechley,Australia,Mint Chip Choco,05/May/2023,May,"$7,213 ",277
Madelene Upcott,New Zealand,Raspberry Choco,18/May/2023,May,"$9,673 ",411
Dotty Strutley,New Zealand,Choco Coated Almonds,01/Apr/2023,April,"$5,750 ",350
Roddy Speechley,New Zealand,50% Dark Bites,05/Sep/2023,September,"$4,641 ",220
Rafaelita Blaksland,India,Smooth Sliky Salty,05/Jun/2023,June,"$1,871 ",88
Husein Augar,UK,White Choc,13/Jan/2023,January,"$10,843 ",142
Roddy Speechley,Australia,Almond Choco,24/Jun/2023,June,"$5,032 ",79
Van Tuxwell,USA,Caramel Stuffed Bars,14/Feb/2023,February,"$1,106 ",21
Camilla Castle,Australia,99% Dark & Pure,18/Jan/2023,January,"$4,978 ",97
Kaine Padly,India,Milk Bars,05/Feb/2023,February,"$3,210 ",92
Ches Bonnell,Australia,Smooth Sliky Salty,16/May/2023,May,"$7,795 ",54
Mallorie Waber,USA,Almond Choco,28/Jan/2023,January,"$7,613 ",370
Kaine Padly,Canada,99% Dark & Pure,24/Jun/2023,June,"$1,333 ",409
Oby Sorrel,UK,After Nines,18/Jul/2023,July,"$2,588 ",108
Gunar Cockshoot,UK,Eclairs,13/Apr/2023,April,"$3,826 ",169
Dotty Strutley,USA,Caramel Stuffed Bars,15/Apr/2023,April,"$18,688 ",80
Jan Morforth,India,Peanut Butter Cubes,01/Apr/2023,April,"$8,860 ",184
Husein Augar,Australia,Eclairs,07/Apr/2023,April,"$7,299 ",34
Beverie Moffet,USA,Smooth Sliky Salty,24/Mar/2023,March,"$2,556 ",354
Camilla Castle,Australia,Manuka Honey Choco,17/Mar/2023,March,$703 ,181
Oby Sorrel,Australia,Almond Choco,15/Feb/2023,February,"$6,421 ",242
Jan Morforth,USA,Orange Choco,29/Jun/2023,June,"$1,048 ",149
Gigi Bohling,USA,Fruit & Nut Bars,24/May/2023,May,"$3,099 ",115
Mallorie Waber,UK,Milk Bars,01/Oct/2023,October,"$3,738 ",282
Curtice Advani,USA,Raspberry Choco,15/Mar/2023,March,"$3,087 ",153
Marney O'Breen,Canada,Milk Bars,02/Aug/2023,August,"$2,618 ",312
Brien Boise,India,Caramel Stuffed Bars,25/Feb/2023,February,"$1,643 ",110
Gunar Cockshoot,USA,Eclairs,05/Mar/2023,March,"$7,369 ",45
Roddy Speechley,USA,Fruit & Nut Bars,14/Jun/2023,June,"$6,082 ",23
Gunar Cockshoot,India,50% Dark Bites,08/Sep/2023,September,"$14,456 ",79
Wilone O'Kielt,New Zealand,Manuka Honey Choco,07/Nov/2023,November,"$4,173 ",254
Kaine Padly,UK,Manuka Honey Choco,14/Jan/2023,January,"$7,189 ",113
Van Tuxwell,Canada,Manuka Honey Choco,24/Feb/2023,February,"$8,963 ",48
Wilone O'Kielt,New Zealand,Almond Choco,15/Mar/2023,March,"$10,085 ",146
Oby Sorrel,New Zealand,Baker's Choco Chips,25/Apr/2023,April,"$12,073 ",51
Dennison Crosswaite,Australia,Organic Choco Syrup,05/Oct/2023,October,"$6,656 ",39
Marney O'Breen,Australia,Spicy Special Slims,23/Jun/2023,June,"$14,194 ",302
Beverie Moffet,Canada,Smooth Sliky Salty,28/Feb/2023,February,"$15,507 ",352
Brien Boise,USA,Organic Choco Syrup,25/May/2023,May,"$17,383 ",145
Roddy Speechley,New Zealand,Baker's Choco Chips,22/Feb/2023,February,"$5,913 ",232
